Image Name,Ingredients,Instructions
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_42.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_43.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_44.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_45.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_46.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_47.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_48.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_49.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_50.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_51.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_52.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_53.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_54.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_55.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_56.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_57.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_58.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_59.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_60.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_61.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_62.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Halo-Halo\Halo-Halo_image_63.jpg,"1/4 cup sweetened red beans; 1/4 cup sweetened white beans; 4 cups shaved ice, from about 6 cups of ice cubes; 1 large banana, thinly sliced; 1/4 cup, drained jackfruit canned, sliced; 1/4 cup macapuno strips, drained; 1/4 cup nata de coco, drained; 1/4 cup red palm seeds (Kaong), drained; 1/4 cup green palm seeds (Kaong), drained; 1 cup evaporated milk, divided; 1/2 cup cap'n crunch with crunch berries cereal; 2 scoops ube ice cream, store-bought or homemade","Gather the ingredients and two tall parfait glasses. Place half the sweetened red and white beans at the bottom of each glass. Process about half the ice cubes in an ice shaver, blender, or food processor until it looks like snow. Then scoop about a half cup of the shaved ice on top of the beans. Add some banana and jackfruit slices, and top with another half cup of shaved ice. Add the macapuno strips and nata de coco. Process the other half of the ice cubes and add another half cup of shaved ice on top. Add the red and green palm seeds. Then add the final half cup of shaved ice to each glass, doming it slightly on top. Pour 1/2 cup evaporated milk on top of each parfait and top with a scoop of ube ice cream. Don't forget to halo-halo it with a long spoon!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Mechado\Mechado_image_1.jpg,1 kg beef sirloin or brisket (cubed); 1 onion (sliced); 5 cloves garlic (minced); 1/4 cup soy sauce; 1/4 cup vinegar; 2 bay leaves; 1 cup tomato sauce; 1 potato (cubed); 1 carrot (cubed); 1/2 cup green olives; 1/4 cup cooking oil; Salt and pepper to taste,"Marinate beef with soy sauce, vinegar, garlic, and bay leaves for at least 30 minutes. Sauté onion and garlic in oil, then add marinated beef and cook until browned. Add tomato sauce, water, and simmer until beef is tender. Add potato, carrot, and olives. Continue cooking for another 10-15 minutes. Season with salt and pepper to taste."
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Mechado\Mechado_image_2.jpg,1 kg beef sirloin or brisket (cubed); 1 onion (sliced); 5 cloves garlic (minced); 1/4 cup soy sauce; 1/4 cup vinegar; 2 bay leaves; 1 cup tomato sauce; 1 potato (cubed); 1 carrot (cubed); 1/2 cup green olives; 1/4 cup cooking oil; Salt and pepper to taste,"Marinate beef with soy sauce, vinegar, garlic, and bay leaves for at least 30 minutes. Sauté onion and garlic in oil, then add marinated beef and cook until browned. Add tomato sauce, water, and simmer until beef is tender. Add potato, carrot, and olives. Continue cooking for another 10-15 minutes. Season with salt and pepper to taste."
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Mechado\Mechado_image_3.jpg,1 kg beef sirloin or brisket (cubed); 1 onion (sliced); 5 cloves garlic (minced); 1/4 cup soy sauce; 1/4 cup vinegar; 2 bay leaves; 1 cup tomato sauce; 1 potato (cubed); 1 carrot (cubed); 1/2 cup green olives; 1/4 cup cooking oil; Salt and pepper to taste,"Marinate beef with soy sauce, vinegar, garlic, and bay leaves for at least 30 minutes. Sauté onion and garlic in oil, then add marinated beef and cook until browned. Add tomato sauce, water, and simmer until beef is tender. Add potato, carrot, and olives. Continue cooking for another 10-15 minutes. Season with salt and pepper to taste."
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Mechado\Mechado_image_4.jpg,1 kg beef sirloin or brisket (cubed); 1 onion (sliced); 5 cloves garlic (minced); 1/4 cup soy sauce; 1/4 cup vinegar; 2 bay leaves; 1 cup tomato sauce; 1 potato (cubed); 1 carrot (cubed); 1/2 cup green olives; 1/4 cup cooking oil; Salt and pepper to taste,"Marinate beef with soy sauce, vinegar, garlic, and bay leaves for at least 30 minutes. Sauté onion and garlic in oil, then add marinated beef and cook until browned. Add tomato sauce, water, and simmer until beef is tender. Add potato, carrot, and olives. Continue cooking for another 10-15 minutes. Season with salt and pepper to taste."
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Mechado\Mechado_image_5.jpg,1 kg beef sirloin or brisket (cubed); 1 onion (sliced); 5 cloves garlic (minced); 1/4 cup soy sauce; 1/4 cup vinegar; 2 bay leaves; 1 cup tomato sauce; 1 potato (cubed); 1 carrot (cubed); 1/2 cup green olives; 1/4 cup cooking oil; Salt and pepper to taste,"Marinate beef with soy sauce, vinegar, garlic, and bay leaves for at least 30 minutes. Sauté onion and garlic in oil, then add marinated beef and cook until browned. Add tomato sauce, water, and simmer until beef is tender. Add potato, carrot, and olives. Continue cooking for another 10-15 minutes. Season with salt and pepper to taste."
